"peak","gene.name"
"54238","chr4_169410695_169411433","DDX60L"
"54239","chr4_169486364_169486477","PALLD"
"54240","chr4_169492952_169493103","PALLD"
"54241","chr4_169566363_169566668","PALLD"
"54242","chr4_169611666_169613825","PALLD"
"54243","chr4_169618226_169622990","PALLD"
"54244","chr4_169657486_169657938","PALLD"
"54245","chr4_169659333_169660983","PALLD"
"54246","chr4_169682410_169682779","PALLD"
"54247","chr4_169756793_169758626","PALLD"
"54248","chr4_169774700_169775172","PALLD"
"54249","chr4_169818333_169818638","PALLD"
"54250","chr4_170025503_170027967","SH3RF1"
"54251","chr4_172758830_172759365","GALNTL6"
"54252","chr4_172780640_172780911","GALNTL6"
"54253","chr4_172785982_172787758","GALNTL6"
"54254","chr4_173002742_173003489","GALNTL6"
"54255","chr4_173013403_173013845","GALNTL6"
"54256","chr4_173025024_173025598","GALNTL6"
"54257","chr4_173088058_173088547","GALNTL6"
"54258","chr4_173121073_173121338","GALNTL6"
"54259","chr4_173165754_173166079","GALNTL6"
"54260","chr4_173167779_173170521","GALNTL6"
"54261","chr4_173171307_173172306","GALNTL6"
"54262","chr4_173174584_173175003","GALNTL6"
"54263","chr4_173180107_173180602","GALNTL6"
"54264","chr4_173182072_173182103","GALNTL6"
"54265","chr4_173186141_173186746","GALNTL6"
"54266","chr4_173252334_173252587","GALNTL6"
"54267","chr4_173257742_173258150","GALNTL6"
"54268","chr4_173264592_173265176","GALNTL6"
"54269","chr4_173281632_173282266","GALNTL6"
"54270","chr4_173288409_173288661","GALNTL6"
"54271","chr4_173301593_173301923","GALNTL6"
"54272","chr4_173318732_173320071","GALNTL6"
"54273","chr4_173330719_173331283","GALNTL6"
"54274","chr4_173331932_173335820","GALNTL6"
"54275","chr4_173365837_173365938","GALNTL6"
"54276","chr4_173369095_173373124","GALNTL6"
"54277","chr4_173411068_173411564","GALNTL6"
"54278","chr4_173412994_173413375","GALNTL6"
"54279","chr4_173414745_173417490","GALNTL6"
"54280","chr4_173418560_173419189","GALNTL6"
"54281","chr4_173420490_173420667","GALNTL6"
"54282","chr4_173434206_173434608","GALNTL6"
"54283","chr4_173440866_173441353","GALNTL6"
"54284","chr4_173490207_173490811","GALNTL6"
"54285","chr4_173494041_173494834","GALNTL6"
"54286","chr4_173497791_173498530","GALNTL6"
"54287","chr4_173500759_173501600","GALNTL6"
"54288","chr4_173505853_173507199","GALNTL6"
"54289","chr4_173508512_173510033","GALNTL6"
"54290","chr4_173521705_173522873","GALNTL6"
"54291","chr4_173527366_173527633","GALNTL6"
"54292","chr4_173528525_173530482","GALNTL6"
"54293","chr4_173536841_173537067","GALNTL6"
"54294","chr4_173537764_173539206","GALNTL6"
"54295","chr4_173547889_173548297","GALNTL6"
"54296","chr4_173909071_173909717","GALNTL6"
"54297","chr4_173910850_173911366","GALNTL6"
"54298","chr4_174107842_174108100","GALNT7"
"54299","chr4_174214072_174214632","GALNT7"
"54300","chr4_174217409_174218187","GALNT7"
"54301","chr4_174222515_174222583","GALNT7"
"54302","chr4_174497427_174497683","HAND2-AS1"
"54303","chr4_176319136_176321696","RP11-287F9.2"
"54304","chr4_176324888_176325285","RP11-287F9.2"
"54305","chr4_176903022_176903358","GPM6A"
"54306","chr4_177250034_177250508","SPCS3"
"54307","chr4_179990029_179990419","RP11-296L20.1"
"54308","chr4_182806310_182807052","AC108142.1"
"54309","chr4_182808858_182810178","AC108142.1"
"54310","chr4_182826510_182826630","AC108142.1"
"54311","chr4_182916326_182919602","AC108142.1"
"54312","chr4_182925194_182925730","AC108142.1"
"54313","chr4_182938070_182938518","AC108142.1"
"54314","chr4_183073556_183073876","TENM3"
"54315","chr4_183097531_183100250","TENM3"
"54316","chr4_183183322_183183712","TENM3"
"54317","chr4_183261901_183262888","TENM3"
"54318","chr4_183321081_183321530","TENM3"
"54319","chr4_183342715_183343354","TENM3"
"54320","chr4_183348936_183349327","TENM3"
"54321","chr4_183392153_183392843","TENM3"
"54322","chr4_183396138_183396854","TENM3"
"54323","chr4_183397698_183400051","TENM3"
"54324","chr4_183406742_183407779","TENM3"
"54325","chr4_183408906_183409171","TENM3"
"54326","chr4_183411348_183411650","TENM3"
"54327","chr4_183430375_183431295","TENM3"
"54328","chr4_183443536_183445685","TENM3"
"54329","chr4_183447584_183447996","TENM3"
"54330","chr4_183455724_183455959","TENM3"
"54331","chr4_183469261_183469757","TENM3"
"54332","chr4_183471957_183472656","TENM3"
"54333","chr4_183499264_183500287","TENM3"
"54334","chr4_183503381_183506980","TENM3"
"54335","chr4_183621656_183622377","TENM3"
"54336","chr4_183657704_183661038","TENM3"
"54337","chr4_183674141_183674525","TENM3"
"54338","chr4_183721238_183723725","TENM3"
"54339","chr4_183840265_183840604","DCTD"
"54340","chr4_184028398_184029064","WWC2"
"54341","chr4_184168387_184168842","WWC2"
"54342","chr4_184229815_184230901","WWC2"
"54343","chr4_184237656_184237884","WWC2"
"54344","chr4_184339136_184340237","RP11-692E14.1"
"54345","chr4_184364364_184364914","CDKN2AIP"
"54346","chr4_184416783_184418359","RP11-367N14.2"
"54347","chr4_184420168_184422126","RP11-367N14.2"
"54348","chr4_184437730_184438786","RP11-367N14.3"
"54349","chr4_184503626_184504810","snoU13"
"54350","chr4_184601085_184601310","TRAPPC11"
"54351","chr4_184617049_184618155","TRAPPC11"
"54352","chr4_184620242_184620826","TRAPPC11"
"54353","chr4_184625156_184625387","TRAPPC11"
"54354","chr4_184626320_184626663","TRAPPC11"
"54355","chr4_184777997_184778724","STOX2"
"54356","chr4_184781698_184783610","STOX2"
"54357","chr4_184792675_184793829","STOX2"
"54358","chr4_184799972_184800399","STOX2"
"54359","chr4_184805381_184806353","STOX2"
"54360","chr4_184810540_184815887","STOX2"
"54361","chr4_184816907_184821648","STOX2"
"54362","chr4_184822439_184827651","STOX2"
"54363","chr4_184833269_184834368","STOX2"
"54364","chr4_184848063_184849649","STOX2"
"54365","chr4_184850175_184858076","STOX2"
"54366","chr4_184859784_184861699","STOX2"
"54367","chr4_184866393_184867543","STOX2"
"54368","chr4_184889516_184890188","STOX2"
"54369","chr4_184894207_184894548","STOX2"
"54370","chr4_184895056_184895813","STOX2"
"54371","chr4_184896373_184898392","STOX2"
"54372","chr4_184899321_184899711","STOX2"
"54373","chr4_184907561_184907590","STOX2"
"54374","chr4_184924593_184924862","STOX2"
"54375","chr4_185039750_185040187","ENPP6"
"54376","chr4_185127670_185129019","ENPP6"
"54377","chr4_185134417_185134821","ENPP6"
"54378","chr4_185142419_185144053","ENPP6"
"54379","chr4_185263683_185263712","RP11-290F5.2"
"54380","chr4_185265914_185266586","RP11-290F5.2"
"54381","chr4_185304917_185305386","RP11-290F5.1"
"54382","chr4_185309856_185309917","IRF2"
"54383","chr4_185340017_185340293","IRF2"
"54384","chr4_185345202_185345455","IRF2"
"54385","chr4_185394436_185397529","IRF2"
"54386","chr4_185513477_185513889","RP11-242J7.1"
"54387","chr4_185587244_185588117","PRIMPOL"
"54388","chr4_185597546_185597983","PRIMPOL"
"54389","chr4_185730349_185730803","ACSL1"
"54390","chr4_185733924_185734987","ACSL1"
"54391","chr4_185735983_185736438","ACSL1"
"54392","chr4_185740559_185740725","ACSL1"
"54393","chr4_185743941_185744394","ACSL1"
"54394","chr4_186068003_186069383","SLC25A4"
"54395","chr4_186104433_186105643","KIAA1430"
"54396","chr4_186134349_186134617","SNX25"
"54397","chr4_186144883_186144887","SNX25"
"54398","chr4_186190128_186192756","SNX25"
"54399","chr4_186201558_186202272","SNX25"
"54400","chr4_186204195_186204659","SNX25"
"54401","chr4_189563867_189564095","LINC01060"
"54402","chr4_189566688_189567586","LINC01060"
"54403","chr4_189658792_189659791","RP11-756P10.3"
"54404","chr4_190122616_190122945","RP11-706F1.1"
"54405","chr5_188311_189373","PLEKHG4B"
"54406","chr5_191294_191943","LRRC14B"
"54407","chr5_217439_220990","CCDC127"
"54408","chr5_243967_244092","SDHA"
"54409","chr5_270138_272480","PDCD6"
"54410","chr5_297088_297459","PDCD6"
"54411","chr5_317070_317537","PDCD6"
"54412","chr5_321396_322717","PDCD6"
"54413","chr5_343814_344482","PDCD6"
"54414","chr5_360302_361080","AHRR"
"54415","chr5_368579_369493","AHRR"
"54416","chr5_373238_374505","AHRR"
"54417","chr5_392332_393071","AHRR"
"54418","chr5_395967_396867","AHRR"
"54419","chr5_398461_401193","AHRR"
"54420","chr5_402701_403485","AHRR"
"54421","chr5_415524_416577","AHRR"
"54422","chr5_424377_425203","AHRR"
"54423","chr5_430938_431349","AHRR"
"54424","chr5_440466_441333","EXOC3"
"54425","chr5_442181_444385","EXOC3"
"54426","chr5_446725_447404","EXOC3"
"54427","chr5_448017_449013","EXOC3"
"54428","chr5_463500_467083","EXOC3"
"54429","chr5_469262_477478","EXOC3"
"54430","chr5_478986_479684","CTD-2228K2.7"
"54431","chr5_483364_484085","SLC9A3"
"54432","chr5_485546_486713","SLC9A3"
"54433","chr5_523931_524734","SLC9A3"
"54434","chr5_607191_608075","RP11-310P5.1"
"54435","chr5_610711_613254","RP11-310P5.1"
"54436","chr5_614347_614607","CEP72"
"54437","chr5_669058_670025","TPPP"
"54438","chr5_670986_675410","TPPP"
"54439","chr5_692249_694467","TPPP"
"54440","chr5_756911_759750","ZDHHC11"
"54441","chr5_783505_785814","ZDHHC11"
"54442","chr5_882462_882495","BRD9"
"54443","chr5_891400_893603","BRD9"
"54444","chr5_903042_903466","TRIP13"
"54445","chr5_912197_913152","TRIP13"
"54446","chr5_1003358_1005359","AC116351.2"
"54447","chr5_1008318_1009736","NKD2"
"54448","chr5_1011332_1011478","NKD2"
"54449","chr5_1048790_1051936","SLC12A7"
"54450","chr5_1052450_1055571","SLC12A7"
"54451","chr5_1056123_1057327","SLC12A7"
"54452","chr5_1057849_1058555","SLC12A7"
"54453","chr5_1069336_1069482","SLC12A7"
"54454","chr5_1074220_1074745","SLC12A7"
"54455","chr5_1075921_1077221","SLC12A7"
"54456","chr5_1093627_1093705","SLC12A7"
"54457","chr5_1100334_1101263","SLC12A7"
"54458","chr5_1102271_1113911","SLC12A7"
"54459","chr5_1172757_1173468","CTD-3080P12.3"
"54460","chr5_1174377_1174794","CTD-3080P12.3"
"54461","chr5_1254861_1255654","TERT"
"54462","chr5_1268612_1269054","TERT"
"54463","chr5_1294183_1295862","TERT"
"54464","chr5_1319672_1319852","CLPTM1L"
"54465","chr5_1325034_1325195","CLPTM1L"
"54466","chr5_1335868_1336439","CLPTM1L"
"54467","chr5_1343441_1347094","CLPTM1L"
"54468","chr5_1366480_1366872","RP11-325I22.2"
"54469","chr5_1373928_1374638","RP11-325I22.2"
"54470","chr5_1379904_1381633","RP11-325I22.2"
"54471","chr5_1392750_1393250","SLC6A3"
"54472","chr5_1467019_1468620","LPCAT1"
"54473","chr5_1469154_1470376","LPCAT1"
"54474","chr5_1471385_1472348","LPCAT1"
"54475","chr5_1474650_1475655","LPCAT1"
"54476","chr5_1476663_1483241","LPCAT1"
"54477","chr5_1484558_1486398","LPCAT1"
"54478","chr5_1486970_1487263","LPCAT1"
"54479","chr5_1488701_1491066","LPCAT1"
"54480","chr5_1492592_1499472","LPCAT1"
"54481","chr5_1500725_1504999","LPCAT1"
"54482","chr5_1505561_1507829","LPCAT1"
"54483","chr5_1510769_1512234","LPCAT1"
"54484","chr5_1513703_1514392","LPCAT1"
"54485","chr5_1515367_1519321","LPCAT1"
"54486","chr5_1521816_1527098","LPCAT1"
"54487","chr5_1593519_1595101","SDHAP3"
"54488","chr5_1608190_1608614","CTD-2012J19.3"
"54489","chr5_1633208_1635150","RP11-43F13.1"
"54490","chr5_1710076_1710477","MIR4277"
"54491","chr5_1725195_1725540","CTD-2587M23.1"
"54492","chr5_1798866_1802173","MRPL36"
"54493","chr5_5419288_5419662","KIAA0947"
"54494","chr5_5420932_5423893","KIAA0947"
"54495","chr5_5480674_5481778","KIAA0947"
"54496","chr5_5486183_5486488","KIAA0947"
"54497","chr5_6377489_6379263","MED10"
"54498","chr5_6483904_6484137","UBE2QL1"
"54499","chr5_6485462_6485834","UBE2QL1"
"54500","chr5_6582974_6583421","LINC01018"
"54501","chr5_6632077_6634738","NSUN2"
"54502","chr5_6645230_6646231","SRD5A1"
"54503","chr5_6649529_6649826","SRD5A1"
"54504","chr5_6660145_6661107","SRD5A1"
"54505","chr5_6687109_6687161","CTD-2044J15.1"
"54506","chr5_6705086_6705472","CTD-2044J15.1"
"54507","chr5_6711598_6718476","PAPD7"
"54508","chr5_6720028_6720474","PAPD7"
"54509","chr5_6721408_6722618","PAPD7"
"54510","chr5_6724927_6724930","PAPD7"
"54511","chr5_6727354_6727361","PAPD7"
"54512","chr5_6727987_6728527","PAPD7"
"54513","chr5_6729226_6730651","PAPD7"
"54514","chr5_6732645_6733231","PAPD7"
"54515","chr5_6736797_6737919","PAPD7"
"54516","chr5_6745530_6746051","PAPD7"
"54517","chr5_6765589_6767274","RP11-332J15.3"
"54518","chr5_7376896_7377257","CTD-2296D1.5"
"54519","chr5_7755038_7755370","ADCY2"
"54520","chr5_7756353_7756980","ADCY2"
"54521","chr5_7779234_7779671","ADCY2"
"54522","chr5_7802698_7803464","ADCY2"
"54523","chr5_7815838_7816690","ADCY2"
"54524","chr5_7849819_7851471","C5orf49"
"54525","chr5_7858412_7858570","MTRR"
"54526","chr5_7868246_7870202","MTRR"
"54527","chr5_7871724_7872042","MTRR"
"54528","chr5_7872886_7873752","MTRR"
"54529","chr5_7878352_7879543","MTRR"
"54530","chr5_7887062_7887481","MTRR"
"54531","chr5_8457131_8458387","RP11-480D4.1"
"54532","chr5_9361831_9362117","SEMA5A"
"54533","chr5_9437634_9438116","SEMA5A"
"54534","chr5_9544481_9544794","SEMA5A"
"54535","chr5_9545885_9546613","SEMA5A"
"54536","chr5_10248823_10251798","FAM173B"
"54537","chr5_10264749_10264873","CCT5"
"54538","chr5_10266125_10266538","CCT5"
"54539","chr5_10267369_10268099","CTD-2256P15.4"
"54540","chr5_10283923_10284613","CMBL"
"54541","chr5_10288727_10288925","CMBL"
"54542","chr5_10292694_10292958","CMBL"
"54543","chr5_10307250_10308091","CMBL"
"54544","chr5_10352165_10355808","MARCH6"
"54545","chr5_10357550_10358393","MARCH6"
"54546","chr5_10360434_10361065","MARCH6"
"54547","chr5_10364277_10364911","MARCH6"
"54548","chr5_10368849_10369096","MARCH6"
"54549","chr5_10375330_10375385","MARCH6"
"54550","chr5_10376755_10377444","MARCH6"
"54551","chr5_10421551_10422466","MARCH6"
"54552","chr5_10423013_10423412","MARCH6"
"54553","chr5_10424109_10424538","MARCH6"
"54554","chr5_10440730_10443010","ROPN1L"
"54555","chr5_10445176_10446178","ROPN1L"
"54556","chr5_10448648_10449462","ROPN1L"
"54557","chr5_10451150_10451930","ROPN1L"
"54558","chr5_10452668_10453335","ROPN1L"
"54559","chr5_10456502_10457413","ROPN1L"
"54560","chr5_10505437_10506249","RP11-1C1.5"
"54561","chr5_10539407_10539848","AC112200.1"
"54562","chr5_10562162_10566601","ANKRD33B"
"54563","chr5_10573457_10573884","ANKRD33B"
"54564","chr5_10576726_10578147","ANKRD33B"
"54565","chr5_10578776_10580025","ANKRD33B"
"54566","chr5_10584738_10585179","ANKRD33B"
"54567","chr5_10588903_10589157","ANKRD33B"
"54568","chr5_10595710_10596224","ANKRD33B"
"54569","chr5_10601363_10601721","ANKRD33B"
"54570","chr5_10606949_10608469","ANKRD33B"
"54571","chr5_10621692_10622342","ANKRD33B"
"54572","chr5_10626186_10628342","ANKRD33B"
"54573","chr5_10630659_10634558","ANKRD33B"
"54574","chr5_10635159_10636192","ANKRD33B"
"54575","chr5_10643606_10644081","ANKRD33B"
"54576","chr5_10695068_10695446","DAP"
"54577","chr5_10699904_10700624","DAP"
"54578","chr5_10701489_10701819","DAP"
"54579","chr5_10704832_10705698","DAP"
"54580","chr5_10726918_10727480","DAP"
"54581","chr5_10729736_10730138","DAP"
"54582","chr5_10731730_10733636","DAP"
"54583","chr5_10735728_10736421","DAP"
"54584","chr5_10746637_10747175","DAP"
"54585","chr5_10756874_10756951","DAP"
"54586","chr5_10757566_10757748","DAP"
"54587","chr5_10758446_10758674","DAP"
"54588","chr5_10759791_10763385","DAP"
"54589","chr5_10768357_10768668","CTD-2154B17.4"
"54590","chr5_10987957_10988232","CTNND2"
"54591","chr5_11030677_11031078","CTNND2"
"54592","chr5_11234497_11235137","CTNND2"
"54593","chr5_11300683_11301240","CTNND2"
"54594","chr5_11302391_11303284","CTNND2"
"54595","chr5_11321910_11322690","CTNND2"
"54596","chr5_11323753_11324188","CTNND2"
"54597","chr5_11384938_11385288","CTNND2"
"54598","chr5_14142218_14145819","TRIO"
"54599","chr5_14154154_14155568","TRIO"
"54600","chr5_14156663_14156912","TRIO"
"54601","chr5_14168352_14169345","TRIO"
"54602","chr5_14171583_14172572","TRIO"
"54603","chr5_14174005_14174710","TRIO"
"54604","chr5_14202444_14202943","TRIO"
"54605","chr5_14204760_14205397","TRIO"
"54606","chr5_14207514_14208781","TRIO"
"54607","chr5_14212159_14212914","TRIO"
"54608","chr5_14221863_14221937","TRIO"
"54609","chr5_14241222_14241484","TRIO"
"54610","chr5_14249983_14251368","TRIO"
"54611","chr5_14259025_14259141","TRIO"
"54612","chr5_14264469_14265133","TRIO"
"54613","chr5_14268101_14268408","TRIO"
"54614","chr5_14270197_14270603","TRIO"
"54615","chr5_14286915_14287485","TRIO"
"54616","chr5_14326300_14326632","TRIO"
"54617","chr5_14330859_14332031","TRIO"
"54618","chr5_14341737_14342743","TRIO"
"54619","chr5_14343347_14343784","TRIO"
"54620","chr5_14351165_14352505","TRIO"
"54621","chr5_14362369_14362932","TRIO"
"54622","chr5_14364115_14364506","TRIO"
"54623","chr5_14365848_14366516","TRIO"
"54624","chr5_14380059_14380374","TRIO"
"54625","chr5_14385183_14385335","TRIO"
"54626","chr5_14399049_14399455","TRIO"
"54627","chr5_14412916_14415639","TRIO"
"54628","chr5_14445689_14445958","TRIO"
"54629","chr5_14463512_14464410","TRIO"
"54630","chr5_14465088_14465166","TRIO"
"54631","chr5_14489569_14490683","TRIO"
"54632","chr5_14491316_14492860","TRIO"
"54633","chr5_14581089_14583296","FAM105A"
"54634","chr5_14584095_14584381","FAM105A"
"54635","chr5_14586815_14589584","FAM105A"
"54636","chr5_14590487_14590742","FAM105A"
"54637","chr5_14591489_14591755","FAM105A"
"54638","chr5_14593316_14596481","FAM105A"
"54639","chr5_14597805_14598716","FAM105A"
"54640","chr5_14599732_14599889","FAM105A"
"54641","chr5_14607092_14607498","FAM105A"
"54642","chr5_14608373_14608508","FAM105A"
"54643","chr5_14663569_14668771","CTD-2165H16.4"
"54644","chr5_14671070_14672668","FAM105B"
"54645","chr5_14675525_14676866","FAM105B"
"54646","chr5_14679010_14679311","FAM105B"
"54647","chr5_14685593_14686271","FAM105B"
"54648","chr5_14705585_14708600","ANKH"
"54649","chr5_14714289_14714307","ANKH"
"54650","chr5_14723534_14723956","ANKH"
"54651","chr5_14724624_14725149","ANKH"
"54652","chr5_14727284_14727916","ANKH"
"54653","chr5_14741745_14742156","ANKH"
"54654","chr5_14745666_14746263","ANKH"
"54655","chr5_14757796_14758477","ANKH"
"54656","chr5_14768125_14768199","ANKH"
"54657","chr5_14809295_14810555","ANKH"
"54658","chr5_14855418_14855489","ANKH"
"54659","chr5_14868929_14873507","ANKH"
"54660","chr5_16455818_16456835","ZNF622"
"54661","chr5_16464383_16467758","ZNF622"
"54662","chr5_16489240_16489611","FAM134B"
"54663","chr5_16508783_16509620","FAM134B"
"54664","chr5_16552726_16553084","FAM134B"
"54665","chr5_16555996_16556426","FAM134B"
"54666","chr5_16600456_16600789","FAM134B"
"54667","chr5_16611979_16612619","FAM134B"
"54668","chr5_16615630_16618672","FAM134B"
"54669","chr5_16624783_16627881","RP11-260E18.1"
"54670","chr5_16628835_16630374","RP11-260E18.1"
"54671","chr5_16666599_16667241","MYO10"
"54672","chr5_16673160_16673940","MYO10"
"54673","chr5_16726628_16727014","MYO10"
"54674","chr5_16791333_16791429","MYO10"
"54675","chr5_16935373_16937037","MYO10"
"54676","chr5_16937844_16937978","MYO10"
"54677","chr5_17109315_17109951","BASP1"
"54678","chr5_17118260_17119631","BASP1"
"54679","chr5_17123786_17123931","BASP1"
"54680","chr5_17130266_17130659","BASP1"
"54681","chr5_17132569_17132724","BASP1"
"54682","chr5_17216048_17219434","BASP1"
"54683","chr5_17224894_17225356","BASP1"
"54684","chr5_17229181_17229640","BASP1"
"54685","chr5_17234071_17235443","BASP1"
"54686","chr5_17252600_17252797","BASP1"
"54687","chr5_17255191_17256333","BASP1"
"54688","chr5_17257908_17258133","BASP1"
"54689","chr5_17276509_17276778","BASP1"
"54690","chr5_17304273_17304651","CTD-2139B15.1"
"54691","chr5_17343680_17344053","RN7SKP133"
"54692","chr5_17355760_17355948","FTH1P10"
"54693","chr5_17356557_17356968","FTH1P10"
"54694","chr5_17381735_17382473","CTD-2139B15.4"
"54695","chr5_17413226_17413711","RP11-321E2.3"
"54696","chr5_17426538_17426550","RP11-321E2.3"
"54697","chr5_17436074_17437385","RP11-321E2.3"
"54698","chr5_17443692_17444211","RP11-321E2.4"
"54699","chr5_17735750_17736180","RP11-454P21.1"
"54700","chr5_17748132_17749305","RP11-454P21.1"
"54701","chr5_17766090_17766406","RP11-454P21.1"
"54702","chr5_17794877_17795185","RP11-454P21.1"
"54703","chr5_17910282_17910815","RP11-454P21.1"
"54704","chr5_17928695_17929053","RP11-454P21.1"
"54705","chr5_18742973_18742984","CTD-2023M8.1"
"54706","chr5_18744316_18747489","CTD-2023M8.1"
"54707","chr5_21459062_21459925","GUSBP1"
"54708","chr5_21807011_21807211","CDH12"
"54709","chr5_21808013_21808309","CDH12"
"54710","chr5_31131631_31131892","RP11-152K4.2"
"54711","chr5_31531084_31533448","DROSHA"
"54712","chr5_31638648_31639693","PDZD2"
"54713","chr5_31825513_31826008","PDZD2"
"54714","chr5_31854110_31855666","PDZD2"
"54715","chr5_31866142_31867749","PDZD2"
"54716","chr5_31908490_31908605","PDZD2"
"54717","chr5_31995779_31995877","PDZD2"
"54718","chr5_32020314_32020877","PDZD2"
"54719","chr5_32027987_32028416","PDZD2"
"54720","chr5_32033160_32033594","PDZD2"
"54721","chr5_32042450_32042960","PDZD2"
"54722","chr5_32076782_32077015","PDZD2"
"54723","chr5_32093182_32093613","PDZD2"
"54724","chr5_32147202_32147717","GOLPH3"
"54725","chr5_32163527_32164340","GOLPH3"
"54726","chr5_32165359_32165925","GOLPH3"
"54727","chr5_32170758_32171202","GOLPH3"
"54728","chr5_32171847_32176871","GOLPH3"
"54729","chr5_32230299_32234496","MTMR12"
"54730","chr5_32240988_32241874","MTMR12"
"54731","chr5_32261262_32261608","MTMR12"
"54732","chr5_32276125_32277327","MTMR12"
"54733","chr5_32278429_32278806","MTMR12"
"54734","chr5_32280344_32281183","MTMR12"
"54735","chr5_32283676_32284072","MTMR12"
"54736","chr5_32290895_32291357","MTMR12"
"54737","chr5_32297992_32298393","MTMR12"
"54738","chr5_32299338_32299805","MTMR12"
"54739","chr5_32304584_32305106","MTMR12"
"54740","chr5_32308908_32310546","MTMR12"
"54741","chr5_32311255_32314200","MTMR12"
"54742","chr5_32388392_32388878","ZFR"
"54743","chr5_32390692_32391684","ZFR"
"54744","chr5_32442816_32445886","ZFR"
"54745","chr5_32446466_32447299","ZFR"
"54746","chr5_32520335_32520893","CTD-2290P7.1"
"54747","chr5_32522338_32523449","CTD-2290P7.1"
"54748","chr5_32531159_32532897","SUB1"
"54749","chr5_32536194_32536478","SUB1"
"54750","chr5_32537385_32538564","SUB1"
"54751","chr5_32540115_32541025","SUB1"
"54752","chr5_32542524_32543042","SUB1"
"54753","chr5_32554207_32554923","SUB1"
"54754","chr5_32573018_32573629","SUB1"
"54755","chr5_32578348_32578838","SUB1"
"54756","chr5_32580948_32590941","SUB1"
"54757","chr5_32592767_32593928","SUB1"
"54758","chr5_32594753_32596001","SUB1"
"54759","chr5_32596744_32598722","SUB1"
"54760","chr5_32709732_32710146","NPR3"
"54761","chr5_33235820_33236221","CTD-2066L21.3"
"54762","chr5_33241807_33242258","CTD-2066L21.3"
"54763","chr5_33299493_33300621","CTD-2066L21.3"
"54764","chr5_33435777_33436357","CTD-2203K17.1"
"54765","chr5_33439737_33442251","CTD-2203K17.1"
"54766","chr5_33859172_33859609","ADAMTS12"
"54767","chr5_33934963_33935010","RXFP3"
"54768","chr5_33997319_33997737","AMACR"
"54769","chr5_34007121_34009025","AMACR"
"54770","chr5_34022361_34022370","RP11-1084J3.4"
"54771","chr5_34042412_34042687","RP11-1084J3.4"
"54772","chr5_34044859_34045329","RP11-1084J3.4"
"54773","chr5_34047862_34048612","RP11-1084J3.4"
"54774","chr5_34188243_34188432","RP11-1023L17.1"
"54775","chr5_34192347_34192561","RP11-1023L17.1"
"54776","chr5_34205373_34205688","RP11-1023L17.1"
"54777","chr5_34244165_34245162","RP11-1023L17.1"
"54778","chr5_34655521_34656540","RAI14"
"54779","chr5_34742782_34743305","RAI14"
"54780","chr5_34838461_34839895","TTC23L"
"54781","chr5_34898259_34898666","TTC23L"
"54782","chr5_34914581_34916506","RAD1"
"54783","chr5_34918074_34918132","RAD1"
"54784","chr5_34928262_34930913","DNAJC21"
"54785","chr5_34932757_34932875","DNAJC21"
"54786","chr5_35003420_35003526","AGXT2"
"54787","chr5_35066300_35066663","PRLR"
"54788","chr5_35130070_35130541","PRLR"
"54789","chr5_35153446_35153716","PRLR"
"54790","chr5_35194353_35195442","PRLR"
"54791","chr5_35212015_35212892","PRLR"
"54792","chr5_35215744_35216200","PRLR"
"54793","chr5_35229367_35230739","PRLR"
"54794","chr5_35617199_35618681","SPEF2"
"54795","chr5_35651128_35651628","SPEF2"
"54796","chr5_35657902_35658275","SPEF2"
"54797","chr5_35665053_35665453","SPEF2"
"54798","chr5_35671259_35672058","SPEF2"
"54799","chr5_35672810_35674482","SPEF2"
"54800","chr5_35698094_35698512","SPEF2"
"54801","chr5_35707615_35708060","SPEF2"
"54802","chr5_35761462_35762076","SPEF2"
"54803","chr5_35777409_35778132","SPEF2"
"54804","chr5_35780042_35781579","SPEF2"
"54805","chr5_35785693_35786175","SPEF2"
"54806","chr5_35790133_35790782","SPEF2"
"54807","chr5_35794108_35794553","SPEF2"
"54808","chr5_35796634_35797876","SPEF2"
"54809","chr5_35802711_35803731","SPEF2"
"54810","chr5_35804285_35804666","SPEF2"
"54811","chr5_35807625_35808166","SPEF2"
"54812","chr5_35810250_35812003","SPEF2"
"54813","chr5_35815494_35817703","CTD-2113L7.1"
"54814","chr5_35819567_35821123","CTD-2113L7.1"
"54815","chr5_35821647_35824310","CTD-2113L7.1"
"54816","chr5_35825896_35827124","CTD-2113L7.1"
"54817","chr5_35850992_35860227","IL7R"
"54818","chr5_35861917_35862297","IL7R"
"54819","chr5_35863106_35863722","IL7R"
"54820","chr5_35868882_35869092","IL7R"
"54821","chr5_35876943_35878005","IL7R"
"54822","chr5_35879164_35880867","IL7R"
"54823","chr5_35904702_35905201","CAPSL"
"54824","chr5_35908395_35908537","CAPSL"
"54825","chr5_35924586_35926873","CAPSL"
"54826","chr5_35954227_35954474","UGT3A1"
"54827","chr5_36071232_36071512","UGT3A2"
"54828","chr5_36073781_36073895","CTD-2197M16.1"
"54829","chr5_36150714_36153072","LMBRD2"
"54830","chr5_36168789_36169167","SKP2"
"54831","chr5_36236747_36237113","NADK2"
"54832","chr5_36239654_36243314","NADK2"
"54833","chr5_36265401_36265856","RANBP3L"
"54834","chr5_36273767_36274471","RANBP3L"
"54835","chr5_36606263_36607292","SLC1A3"
"54836","chr5_36611952_36612284","SLC1A3"
"54837","chr5_36631075_36631517","SLC1A3"
